conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,,,,,,,
1.75477E+18,Tue Feb 06 07:41:08 +0000 2024,604,Survei Poltracking 6 Pebruari 2024: Prabowo - Gibran 60 1% #PrabowoGibran #PrabowoGibran2024 #GueMauSatuPutaran https://t.co/mawhYS2uj2,1.75477E+18,https://pbs.twimg.com/media/GFo0ARFboAAMyl1.jpg,,in,,69,255,104,https://x.com/sarah_pndjtn/status/1754772195669389395,1.41522E+18,sarah_pndjtn,,,,,,,
1.75478E+18,Tue Feb 06 07:57:12 +0000 2024,3,Trbukti program Ganjar lbh berkualitas dibandingkan yg lain buktinya Prabowo yg awalnya menjudge program tsb skg malah ikut2an bawa program internet gratis ke dlm programnya Ahok Umay Rocky Gerung BUMN #QueenOfTears Makan Gratis Ketua KPU Yeyen Merangkul I LOVE YOU ISTJ Rental https://t.co/dkbX0uquV3,1.75478E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754774810612334592/pu/img/iqxwfK8EmvD8Zj_g.jpg,,in,medan,0,0,0,https://x.com/NurainiSim70519/status/1754776239670514010,1.71884E+18,NurainiSim70519,,,,,,,
1.75477E+18,Tue Feb 06 07:51:12 +0000 2024,0,Yakin bahwa Si Uban tidak memiliki kebijakan yang dapat memberikan solusi efektif. #AgresifBerambisi MnolakLupa JejakDgital https://t.co/39Jiv1DxoL,1.75477E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754774690944684032/pu/img/70vUmhO0A0oq1lwh.jpg,,in,Jakarta,0,0,0,https://x.com/08BentengWowo/status/1754774730534703563,1.71961E+18,08BentengWowo,,,,,,,
1.75477E+18,Tue Feb 06 07:47:23 +0000 2024,0,prabowo bikin proker makan gratis inspirasinya pasti dari @nasidaruratJogj ,1.75477E+18,,,in,"Bali, Indonesia",0,0,0,https://x.com/igawac/status/1754773769028272136,630930617,igawac,,,,,,,
1.75477E+18,Tue Feb 06 07:42:53 +0000 2024,4,Bukti gagal nya 10 tahun jokowi menjabat template dari pendukung prabowo gibran buat nyerang umay malah buka borok jokowi,1.75477E+18,,,in,,0,0,0,https://x.com/IrdamJp/status/1754772638889865360,1.48667E+18,IrdamJp,,,,,,,
1.75477E+18,Tue Feb 06 07:47:04 +0000 2024,0,Ulama terkemuka Jawa Timur KH. Ahmad Fuad Noerhasan dari Ponpes Sidogiri memberikan dukungan kepada Prabowo Subianto dan Gibran Rakabuming Raka di Pilpres 2024. dekade08 Prabowo - Gibran,1.75477E+18,,,in,,0,0,0,https://x.com/adamyulianto_/status/1754773689315573925,1.66921E+18,adamyulianto_,,,,,,,
1.75477E+18,Tue Feb 06 07:49:17 +0000 2024,0,Habib Luthfi yakin Prabowo - Gibran punya strategi yang matang. dekade08,1.75477E+18,,,in,,0,0,0,https://x.com/zhraqillaaa/status/1754774249078931504,1.66919E+18,zhraqillaaa,,,,,,,
1.75477E+18,Tue Feb 06 07:49:01 +0000 2024,0,Kesejukan ada pada Prabowo. ~Rocky,1.75477E+18,,,in,,0,0,0,https://x.com/_gigi_bungsu/status/1754774182515331389,1.39676E+18,_gigi_bungsu,,,,,,,
1.75478E+18,Tue Feb 06 07:53:55 +0000 2024,0,KH. Ahmad Fuad Noerhasan pengasuh Ponpes Sidogiri Jawa Timur dengan tegas mendukung Prabowo - Gibran sebagai presiden dan wapres di Pilpres 2024. dekade08,1.75478E+18,,,in,,0,0,0,https://x.com/_bagusprayoga/status/1754775412234998106,1.6692E+18,_bagusprayoga,,,,,,,
1.75477E+18,Tue Feb 06 07:50:02 +0000 2024,0,Prabowo tuh yang dicancel anjenk,1.75477E+18,,,in,Rozhok,0,0,0,https://x.com/galikubvr/status/1754774438753755369,8.1549E+17,galikubvr,,,,,,,
1.7547E+18,Tue Feb 06 07:51:04 +0000 2024,1,@anakodok2009 @bengkeldodo @are_inismyname @Japsathub @CutSarina5 @prabowo @gibran_tweet @zarryhendrik @seeksixsuck @kurawa @Reskiichsan8 @Bank_Joee_ @P4P4B0W0_2024 @florieliciouss @MIrvanDarwin1 Ikut bodoh kyk ganjar .. Program itu dari ibu hamil dan sudah berjalan lama malihh.. Sana sekolah lagi https://t.co/djShDLpgas,1.75477E+18,https://pbs.twimg.com/media/GFo2RwEbcAAnbAF.jpg,anakodok2009,in,,0,3,1,https://x.com/Ndons_Back/status/1754774695759728752,1.28995E+18,Ndons_Back,,,,,,,
1.75477E+18,Tue Feb 06 07:34:08 +0000 2024,0,Ruang tamu yang diliputi kehijauan bukit yang damai. https://t.co/kXpxHnBq05,1.75477E+18,https://pbs.twimg.com/media/GFoyaVdbUAAo4Q1.jpg,,in,,0,0,0,https://x.com/prabowo_morang/status/1754770436863443028,1.7116E+18,prabowo_morang,,,,,,,
1.75477E+18,Tue Feb 06 07:27:27 +0000 2024,185,Viral! Hasil Polling ILC ini menunjukan Bahwa Pilpres Akan Berlangsung 2 Putaran. Kubu 01 dan 03 diperkirakan Akan Berkoalisi Untuk Memenangkan Pilpres. Prabowo Gagal Lagi Menjadi Presiden. Netizen: Sampai Ketemu di Pilpres 2029. https://t.co/Zh7xaJNoNl,1.75477E+18,https://pbs.twimg.com/media/GFowl6haYAASkSc.png,,in,"Bima Sakti, Bumi, Indonesia",0,15,61,https://x.com/abu_waras/status/1754768755455099061,2905814730,abu_waras,,,,,,,
1.75477E+18,Tue Feb 06 07:34:04 +0000 2024,0,Prabowo Dapat Sentimen Negatif Saat Debat karena Kerap Singgung Program Makan Siang Gratis baca selengkapnya di https://t.co/ll5eB1p1zl #prabowo #debatcapres #pemilu2024 #KuPolitikInfo https://t.co/wbDDweMpbl,1.75477E+18,https://pbs.twimg.com/media/GFoyYnRWEAEyq7h.jpg,,in,Indonesia,0,0,0,https://x.com/kubet_bola/status/1754770417804333320,1.74277E+18,kubet_bola,,,,,,,
1.75477E+18,Tue Feb 06 07:27:45 +0000 2024,333,Bali Tak mau kalah nih.. Peserta yg hadir pun banyak meskipun Bali kantong suara nya PDI-P tapi para pendukung Pak @prabowo makin bertambah banyak dan solid. #GueMauSatuPutaran https://t.co/MPQVYkoqH8,1.75477E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754768745900507136/pu/img/ccdT-h17GjfNFDx4.jpg,,in,,6,47,73,https://x.com/99propaganda/status/1754768828079505612,1.4271E+18,99propaganda,,,,,,,
1.75477E+18,Tue Feb 06 07:29:22 +0000 2024,0,Pakar Hukum Nilai Status Pendaftaran Paslon Prabowo-Gibran Tetap Legal Meski DKPP Sanksi Ketua KPU https://t.co/NYnT36ISQ6 https://t.co/z0EMsq5kq6,1.75477E+18,https://pbs.twimg.com/media/GFoxUfva8AAbMxu.jpg,,in,,0,0,0,https://x.com/dmayniken4/status/1754769235916824615,1.72389E+18,dmayniken4,,,,,,,
1.75477E+18,Tue Feb 06 07:29:20 +0000 2024,0,Pakar Hukum Nilai Status Pendaftaran Paslon Prabowo-Gibran ttp Legal Meski DKPP Sanksi Ketua KPU https://t.co/oF1wz4ZtBg https://t.co/APNXFnGDGo,1.75477E+18,https://pbs.twimg.com/media/GFoxUGcaUAEm9jk.jpg,,in,,0,0,0,https://x.com/lisinthl/status/1754769229386264895,1.7239E+18,lisinthl,,,,,,,
1.75477E+18,Tue Feb 06 07:29:30 +0000 2024,0,Pakar Hukum Nilai Status Pendaftaran Paslon Prabowo-Gibran tetep Legal Meski DKPP Sanksi Ketua KPU https://t.co/tSBARdGbn1 https://t.co/2j2CTBTsDH,1.75477E+18,https://pbs.twimg.com/media/GFoxWVyaYAAuYII.jpg,,in,,0,0,0,https://x.com/aliviafeb/status/1754769267713830984,1.72393E+18,aliviafeb,,,,,,,
1.75477E+18,Tue Feb 06 07:29:24 +0000 2024,0,Pakar Hukum Nilai Status Pendaftaran Paslon Prabowo-Gibran tetep Legal Meski DKPP Sanksi Ketua KPU https://t.co/8t1UgtRhGc https://t.co/YNVtVWKbra,1.75477E+18,https://pbs.twimg.com/media/GFoxU4Wa0AAD987.jpg,,in,,0,0,0,https://x.com/titales29/status/1754769242581565457,1.72392E+18,titales29,,,,,,,
1.75477E+18,Tue Feb 06 07:29:16 +0000 2024,0,Pakar Hukum Nilai Status Pendaftaran Paslon Prabowo-Gibran ttp Legal Meski DKPP Sanksi Ketua KPU https://t.co/ZSa3i46XIl https://t.co/g77TrvqBPZ,1.75477E+18,https://pbs.twimg.com/media/GFoxTHLaQAAIvKq.jpg,,in,,0,0,0,https://x.com/vivingst_/status/1754769212147732554,1.72389E+18,vivingst_,,,,,,,
1.75477E+18,Tue Feb 06 07:29:27 +0000 2024,0,Pakar Hukum Nilai Status Pendaftaran Paslon Prabowo-Gibran Tetap Legal Meski DKPP Sanksi Ketua KPU https://t.co/oKqHOD0OFn https://t.co/ioB7H5XBq3,1.75477E+18,https://pbs.twimg.com/media/GFoxVprb0AAIxVy.jpg,,in,,0,0,0,https://x.com/yuninov4/status/1754769255499989392,1.72392E+18,yuninov4,,,,,,,
1.75477E+18,Tue Feb 06 07:31:15 +0000 2024,4,Ini janji prabowo kepada para relawan dan pendukungnya di pilpres 2019 akan timbul tenggelam bersama rakyat bahkan sudah mewakafkan nyawanya demi rakyat sama sekali tidak terbukti yang terjadi adalah timbul bersama rezim dzolim laknatullah dan rakyat yang tenggelam https://t.co/49AV9gvKFj,1.75477E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754769476103663616/pu/img/c2JZHlGOgvI1QrQs.jpg,,in,"Medan Kota, Indonesia",1,1,1,https://x.com/Nemesis_34N/status/1754769708312830270,1.68596E+18,Nemesis_34N,,,,,,,
1.75477E+18,Tue Feb 06 07:29:31 +0000 2024,0,Pakar Hukum Nilai Status Pendaftaran Paslon Prabowo-Gibran te2p Legal Meski DKPP Sanksi Ketua KPU https://t.co/y9OjNKmpo5 https://t.co/TLsPTw3WNm,1.75477E+18,https://pbs.twimg.com/media/GFoxWy8bcAAUvc4.jpg,,in,,0,0,0,https://x.com/antongrh0/status/1754769275238420584,1.72393E+18,antongrh0,,,,,,,
1.75477E+18,Tue Feb 06 07:30:16 +0000 2024,32,Bolonemase di tegal jawa tengahh 6/2/2024 Prabowo Gibran Menang 1 putaran ï¸ï¸ https://t.co/aH40lwt0Sc,1.75477E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754769285560598528/pu/img/WBNY5JjgE7wr4DWc.jpg,,in,"Jawa Tengah, Indonesia",2,18,14,https://x.com/CahDesa17/status/1754769461264175522,1.26045E+18,CahDesa17,,,,,,,
1.75477E+18,Tue Feb 06 07:23:27 +0000 2024,0,Pakar Hukum Nilai Status Pendaftaran Paslon Prabowo-Gibran ttap Legal Meski DKPP Sanksi Ketua KPU https://t.co/apagPq08XU https://t.co/wfH9wa0AWs,1.75477E+18,https://pbs.twimg.com/media/GFov9uzbwAAjnhk.jpg,,in,,0,0,0,https://x.com/gabriellamarfia/status/1754767747106677066,1.72319E+18,gabriellamarfia,,,,,,,
1.75477E+18,Tue Feb 06 07:24:47 +0000 2024,0,Pakar Hukum Nilai Status Pendaftaran Paslon Prabowo-Gibran ttp Legal Meski DKPP Sanksi Ketua KPU https://t.co/1douzledrV https://t.co/W8xzHVztzu,1.75477E+18,https://pbs.twimg.com/media/GFowRdPbwAAP6Ub.jpg,,in,,0,0,0,https://x.com/verainaraa/status/1754768084366418318,1.72465E+18,verainaraa,,,,,,,
1.75477E+18,Tue Feb 06 07:32:17 +0000 2024,5,Gagal maning son upaya menjegal paslon 02 Oke gass okee gass Prabowo-Gibran paling pas memimpin Indonesia di periode 2024-2029 #GemoySamsul PAKBowoGBRan PilihanPASTI #10FebKITABiruinGBK YukSIAPIN KAOSGemoynya Bersama BarisanRFG https://t.co/wN3fblDSjP https://t.co/pfpw4ovBIm,1.75477E+18,https://pbs.twimg.com/media/GFox_BwasAAB1rG.jpg,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/mimih6mei/status/1754769969219543540,1.51526E+18,mimih6mei,,,,,,,
1.75477E+18,Tue Feb 06 07:19:05 +0000 2024,4,Potret 10 tahun kegagalan pemerintahan jokowi di jadiin template dari pemdukung prabowo gibran buat nyerang umay hahahah malah buka borok nya JOKOWI 10 tahun menjabat,1.75477E+18,,,in,,0,0,1,https://x.com/IrdamJp/status/1754766646621999275,1.48667E+18,IrdamJp,,,,,,,
1.75477E+18,Tue Feb 06 07:25:52 +0000 2024,0,Pakar Hukum Nilai Status Pendaftaran Paslon Prabowo-Gibran ttp Legal Meski DKPP Sanksi Ketua KPU https://t.co/xkuyRMAJyn https://t.co/yV6kMjdeTH,1.75477E+18,https://pbs.twimg.com/media/GFowhNjboAE8oxF.jpg,,in,,0,0,0,https://x.com/AYeni6_/status/1754768354819400043,1.7236E+18,AYeni6_,,,,,,,
1.75477E+18,Tue Feb 06 07:33:51 +0000 2024,27,Megawati vs Joko Widodo JOKO WIDODO Jokowidodo vs Prabowo PRABOWO Prabowo vs Ganjar TENTU PILIH PRABOWO LAH Ganjar vs Anies Baswedan Aku Pilih Ganjar Nah Kalo Anies Baswedan vs KUAH BAKSO Yaa pasti Kuah Bakso lah Aku mah sesimple itu orangnya ,1.75477E+18,,,in,,1,32,10,https://x.com/Chavesz08/status/1754770364826341710,1.52325E+18,Chavesz08,,,,,,,
1.75477E+18,Tue Feb 06 07:21:10 +0000 2024,0,Pakar Hukum Tata Negara Ungkap Alasan niy yang Bikin Status Pendaftaran Prabowo-Gibran tetep Konstitusional https://t.co/xL4HTx5eKg https://t.co/8t48k7xsuJ,1.75477E+18,https://pbs.twimg.com/media/GFovcd3bgAAIlDb.jpg,,in,,0,0,0,https://x.com/Citrakir4n/status/1754767173694935414,1.7209E+18,Citrakir4n,,,,,,,
1.75476E+18,Tue Feb 06 07:00:41 +0000 2024,12,Janji Pak Prabowo untuk menyediakan 140 ribu dokter merupakan komitmen yang luar biasa dalam meningkatkan akses dan kualitas layanan kesehatan di Indonesia. #GemoySamsul #MakanGratis #Umay #Yeyen #Hoax #TesyaFarasya https://t.co/gVtHOqiEeg,1.75476E+18,https://pbs.twimg.com/media/GFoqvLgaAAAVu7J.jpg,,in,"Penjaringan, Indonesia",0,0,0,https://x.com/Samsulll450498/status/1754762015313404389,1.71163E+18,Samsulll450498,,,,,,,
1.75477E+18,Tue Feb 06 07:18:17 +0000 2024,0,rame sama ini wkwkwkwkwk 2 artis yang punya segala membuat sebuah yg mungkin jadi bahan tawaan atau lawakan dia. ga semua masyarakat indonesia seperti kalian berdua @refalhady @umayshhhhb program pak @prabowo dan pak @gibran_tweet fokus kan untuk yang kurang mampu https://t.co/yYBisVqapu,1.75477E+18,https://pbs.twimg.com/media/GFouxbDbcAAV0Jj.jpg,,in,,0,1,0,https://x.com/santiadriana16/status/1754766446641746312,2434727190,santiadriana16,,,,,,,
1.75476E+18,Tue Feb 06 07:02:52 +0000 2024,0,Stamina para Capres seperti tak ada capenya. Setelah debat kelima Pilpres pagi harinyaÂ Anies Baswedan Prabowo SubiantoÂ danÂ Ganjar PranowoÂ langsung kampanye lagi. Prabowo yang usianya lebih tua pun tak kalah gesit dengan Anies dan Ganjar. #capres https://t.co/p3HASFAzvg https://t.co/YvzT2NckOt,1.75476E+18,https://pbs.twimg.com/media/GForPyvakAAa2Ii.jpg,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/_rakyatmerdeka/status/1754762564733653377,1.47401E+18,_rakyatmerdeka,,,,,,,
1.75476E+18,Tue Feb 06 07:05:10 +0000 2024,67,#Gnj4rK3hilanganHarapan jd BANGSAT kata Rocky Gerung Prabowo-Gibran Banjir dukungan dmn2 tmsk warga Sulut Manado dan sekitarnya Kharisma Banteng perlahan tp pasti mulai surut krn salah strategi kampanye dr awal? Parpol senior yg kehilangan pamor dan jati dirinya https://t.co/4P3bpwi9ls,1.75476E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754762736435937280/pu/img/iu_jlTw6V80juKlw.jpg,,in,Ibu Pertiwi,2,19,9,https://x.com/Kalasuba2021/status/1754763145175081256,111547887,Kalasuba2021,,,,,,,
1.75476E+18,Tue Feb 06 07:06:15 +0000 2024,3,PENDAFTARAN PRABOWO GIBRAN DAPAT DIBATALKAN ~Todung Mulya Lubis~ #KalahkanJokowi https://t.co/6KP0wLrlv2,1.75476E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754665071194906624/pu/img/c34-Gnvq-IGVIF9K.jpg,,in,,0,0,3,https://x.com/HusniSeeban/status/1754763418031247439,1.03227E+18,HusniSeeban,,,,,,,
1.75476E+18,Tue Feb 06 07:11:13 +0000 2024,3,Kami terlalu sibuk sama paslon ðŸ‡®ðŸ‡© kami Walau Surveinya memimpin tetap harus kerja keras Dan TIDAK NGURUSIN PASLON LAIN Permisi . Sekilas info tentang bapak @prabowo https://t.co/wpl2LqemnH,1.75476E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754764634568237056/pu/img/aAgJhw1_qKF4P7Bz.jpg,,in,Somewhere over the rainbow ,0,0,1,https://x.com/DakotaGeorgy/status/1754764669234119099,1.71707E+18,DakotaGeorgy,,,,,,,
1.75477E+18,Tue Feb 06 07:18:24 +0000 2024,0,Pakar Hukum Tata Negara Ungkap Alasan Ini yang Bikin Status Pendaftaran Prabowo-Gibran ttp Konstitusional https://t.co/PaWkiDCvFN https://t.co/q3kqDcttie,1.75477E+18,https://pbs.twimg.com/media/GFouz7FaAAAvE8F.jpg,,in,,0,0,0,https://x.com/DesfaWlt/status/1754766477511843964,1.71737E+18,DesfaWlt,,,,,,,
1.75477E+18,Tue Feb 06 07:18:14 +0000 2024,0,Pakar Hukum Tata Negara Ungkap Alasan nie yg Bikin Status Pendaftaran Prabowo-Gibran Tetap Konstitusional https://t.co/s5HnXBPyxW https://t.co/TNXG6ulPQY,1.75477E+18,https://pbs.twimg.com/media/GFouxMMbYAAcvVf.jpg,,in,,0,0,0,https://x.com/dearntika/status/1754766434402754661,1.71737E+18,dearntika,,,,,,,
1.75477E+18,Tue Feb 06 07:17:46 +0000 2024,0,Pakar Hukum Tata Negara Ungkap Alasan Ini yang Bikin Status Pendaftaran Prabowo-Gibran Tetap Konstitusional https://t.co/iFSclLXpeK https://t.co/lWjWRsmYCl,1.75477E+18,https://pbs.twimg.com/media/GFouqPeaIAAA5ud.jpg,,in,Malang,0,0,0,https://x.com/BagasPrtama43/status/1754766315594871129,1.71898E+18,BagasPrtama43,,,,,,,
1.75476E+18,Tue Feb 06 07:06:17 +0000 2024,20,Selasa (6/2/2024). Dihadang Pendukung Prabowo Saat Kampanye di Balikpapan Ganjar Justru Ajak Mereka Makan Bersama Capres 2024 nomor urut 3 Ganjar Pranowo berkampanye di Balikpapan Kalimantan Timur. Ganjar menghadiri acara Hajatan Rakyat di Balikpapan bersama ribuan https://t.co/nNeyIoSWeP,1.75476E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754763397739225088/pu/img/gDh25bPR1hRcygOl.jpg,,in,"Jakarta Selatan, DKI Jakarta",0,4,8,https://x.com/Eil_Thia/status/1754763425874653474,1.15502E+18,Eil_Thia,,,,,,,
1.75477E+18,Tue Feb 06 07:18:05 +0000 2024,0,Pakar Hukum Tata Negara Ungkap Alasan iniih yg Bikin Status Pendaftaran Prabowo-Gibran te2p Konstitusional https://t.co/vfhLSu18r4 https://t.co/wQcUltR4Ge,1.75477E+18,https://pbs.twimg.com/media/GFouvIzaMAEEsng.jpg,,in,Tangerang,0,0,0,https://x.com/DamarWicaks6/status/1754766394833678488,1.71899E+18,DamarWicaks6,,,,,,,
1.75477E+18,Tue Feb 06 07:12:58 +0000 2024,0,PRABOWO AKAN NAIKAN PAJAK SEBESAR 6% #AsalBukanPrabowo #prabowo #gibran #kemhan #pilpes2024 #belimbingsayur #jokowi https://t.co/2MLoVlJphf,1.75477E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754764810447945728/pu/img/HgsfhUNERLHFru-3.jpg,,in,,0,1,0,https://x.com/wirawir76037966/status/1754765107840917663,1.35668E+18,wirawir76037966,,,,,,,
1.75467E+18,Tue Feb 06 07:14:01 +0000 2024,162,@BosPurwa @Gerindra @prabowo Ini videonya https://t.co/w5cezdzhtp,1.75477E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754765297322528768/pu/img/nRaLKIFvTFkaO3cj.jpg,BosPurwa,in,,2,11,35,https://x.com/MasBRO_back/status/1754765371872309626,1.72935E+18,MasBRO_back,,,,,,,
1.75476E+18,Tue Feb 06 07:09:53 +0000 2024,21,dukung pak jokowi di pilpres 2014 dan 2019 itu masuk akal (kami pun mendukung pak jokowi saat itu) karena lawan politiknya adalah prabowo yg masih tersangkut HAM tapi yg anti prabowo karena HAM lalu berbalik dukung prabowo padahal kasus HAM nya belum selesai itu yang aneh,1.75476E+18,,,in,,0,2,4,https://x.com/partaimedsos45/status/1754764332704186718,1.57469E+18,partaimedsos45,,,,,,,
1.75477E+18,Tue Feb 06 07:18:48 +0000 2024,0,Pakar Hukum Tata Negara Ungkap Alasan Ini yang Bikin Status Pendaftaran Prabowo-Gibran Tetap Konstitusional https://t.co/3mKBK6uyjE https://t.co/YTcBCYFZeu,1.75477E+18,https://pbs.twimg.com/media/GFou5uhbMAAHPsN.jpg,,in,,0,0,0,https://x.com/adityaabaskara/status/1754766577340444817,1.71965E+18,adityaabaskara,,,,,,,
1.7547E+18,Tue Feb 06 07:16:47 +0000 2024,80,@are_inismyname @prabowo @gibran_tweet @Ndons_Back @zarryhendrik @seeksixsuck @kurawa @Reskiichsan8 @Bank_Joee_ @bengkeldodo @P4P4B0W0_2024 @florieliciouss @MIrvanDarwin1 kalo ini gmna mau nandain nya ? https://t.co/WZRlEZUf0R,1.75477E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754766032542277632/pu/img/2L4-rkOlJK4klSsf.jpg,are_inismyname,in,di warteg,0,8,7,https://x.com/PahetKopi28207/status/1754766070978945464,1.70652E+18,PahetKopi28207,,,,,,,
1.75477E+18,Tue Feb 06 07:18:55 +0000 2024,0,Calon presiden yang sesungguhnya seperti ini pendukung prabowo saat kedatangan pak ganjar membentangkan spanduk 02 . Pak ganjar gak marah malah pendukung prabowo di ajak ngobrol dan di ajak makan hehehe . https://t.co/EWVcMl4fuU,1.75477E+18,,,in,Jakarta Timur,0,0,0,https://x.com/BolaNaga/status/1754766605782069482,53713023,BolaNaga,,,,,,,
1.75476E+18,Tue Feb 06 07:12:05 +0000 2024,0,Dukungan Habib Luthfi buat Prabowo - Gibran semakin gemilang. dekade08,1.75476E+18,,,in,,0,0,0,https://x.com/_alyaseptianii/status/1754764885769265458,1.66922E+18,_alyaseptianii,,,,,,,
1.75477E+18,Tue Feb 06 07:14:28 +0000 2024,3,Dicecar Pendukung Prabowo Ahok Bongkar Kartu AS Jokowi hingga Gibran: Emang Bisa Kerja? https://t.co/EHA0QVtGqY,1.75477E+18,,,in,"Jakarta, Indonesia.",0,0,2,https://x.com/redaksisiapviva/status/1754765488000037130,1.70694E+18,redaksisiapviva,,,,,,,
1.75476E+18,Tue Feb 06 06:58:36 +0000 2024,0,Pengamat Nilai Permintaan Maaf Prabowo Saat Debat Hasilkan Benefit Elektoral Prabowo-Gibran https://t.co/RoqRetnBJG,1.75476E+18,,,in,,0,0,0,https://x.com/TajukNasional/status/1754761493588148590,7.2931E+17,TajukNasional,,,,,,,
1.75476E+18,Tue Feb 06 06:53:57 +0000 2024,0,AHOKERR SIAP MENANGKAN GANJAR-MAHFUD #GanjarMahfud2024 #prabowo #gibran #kemhan #pilpes2024 #belimbingsayur #jokowi https://t.co/nqENmQJq6N,1.75476E+18,https://pbs.twimg.com/media/GFoowaXaMAAzhJw.jpg,,in,"Duren Sawit, Indonesia",0,5,0,https://x.com/hitamambay/status/1754760322777587853,1.40936E+18,hitamambay,,,,,,,
1.75476E+18,Tue Feb 06 06:46:20 +0000 2024,0,Capres Prabowo Subianto menyanyikan Sio Mama karya Melky Goeslaw saat berkampanye di Lapangan Schwarz Langowan Kabupaten Minahasa Sulawesi Utara Senin (5/2/2024). Tanah Minahasa khususnya Langowan memiliki arti spesial bagi Prabowo. Karena ibunya Prabowo Dora Marie https://t.co/VvLhy3hbPp,1.75476E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754758289928404993/pu/img/ZUhBLL43O8_LanQV.jpg,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/_rakyatmerdeka/status/1754758406911717805,1.47401E+18,_rakyatmerdeka,,,,,,,
1.75476E+18,Tue Feb 06 06:56:33 +0000 2024,0,buzzer prabowo emng kalo foto gayanya bgitu mulu https://t.co/JuK4XirEOt,1.75476E+18,https://pbs.twimg.com/media/GFopxVUakAAYHeB.jpg,,in,,0,1,0,https://x.com/isntparanoia/status/1754760975574806627,1.44785E+18,isntparanoia,,,,,,,
1.75476E+18,Tue Feb 06 06:46:46 +0000 2024,0,waduuh prabowo ganjar https://t.co/QWFDBk36s7,1.75476E+18,https://pbs.twimg.com/media/GFong18bwAAsFoX.jpg,,in,hutan,0,4,0,https://x.com/goodboimengie/status/1754758515800117610,78169370,goodboimengie,,,,,,,
1.75476E+18,Tue Feb 06 06:48:56 +0000 2024,3,Kicau Rocky Gerung Soal Debat Terakhir Capres 2024: Anies Paling Cerdas Prabowo Tulus dan Ganjar Angkuh! - THREAD - https://t.co/fvcf57X9B6,1.75476E+18,https://pbs.twimg.com/media/GFod2WRacAAfLx7.jpg,,in,Jakarta Capital Region,0,1,1,https://x.com/suaradotcom/status/1754759062070374780,2340155395,suaradotcom,,,,,,,
1.75476E+18,Tue Feb 06 06:55:04 +0000 2024,1157,Memilih Prabowo = Jokowi 3 Periode...Silahkan simak https://t.co/1vZjpsyY9x,1.75476E+18,https://pbs.twimg.com/ext_tw_video_thumb/1754760510954942464/pu/img/XJiro4vZc9NLM9ko.jpg,,in,"-6.252543,106.806343",16,26,618,https://x.com/alisyarief/status/1754760603590381664,30201110,alisyarief,,,,,,,
1.75476E+18,Tue Feb 06 06:54:18 +0000 2024,0,Pakar Hukum Tata Negara Fahri Bachmid menilai putusan DKPP itu enggak mempunyai implikasi konstitusional serta hukum apa pun thadap paslon Prabowo Subianto n Gibran Rakabuming Raka. https://t.co/BMUfrRd3IX https://t.co/fIa6sMtrnw,1.75476E+18,https://pbs.twimg.com/media/GFopS6FaAAAxU84.jpg,,in,,0,0,0,https://x.com/clarissafridha/status/1754760412535603513,1.70849E+18,clarissafridha,,,,,,,
1.75476E+18,Tue Feb 06 06:35:40 +0000 2024,0,Gak akan orang Papua kelaparan kalo gak bertaun2 di brainwash mertuanya prabowo kalo makan itu harus makan nasi harus minum susu. Gimana gak terus2an stunting kalo ikan 5 kilo di tuker beras dan ciki terus2an dijadiin konten? Relawan2 my ass.,1.75476E+18,,,in,ðŸŒˆ,0,0,1,https://x.com/angstydork/status/1754755723777679678,1.02531E+18,angstydork,,,,,,,
1.75476E+18,Tue Feb 06 06:55:42 +0000 2024,0,Pakar Hukum Tata Negara Fahri Bachmid menilai putusan DKPP tuh nga mempunyai implikasi konstitusional serta hukum apa pun terhdap paslon Prabowo Subianto Djojohadikusumo Subianto &amp; Gibran Rakabuming Raka. https://t.co/ckOqnlQsuK https://t.co/z9ocXbmOzz,1.75476E+18,https://pbs.twimg.com/media/GFopnZRbwAA7dEP.jpg,,in,,0,0,0,https://x.com/AlyaSafira123/status/1754760764941050020,1.71054E+18,AlyaSafira123,,,,,,,
